ref,name,management,pupils_total_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other,display,estimated_non_christians,estimated_non_christian_pct,estimated_non_christian_string,radius_freq,estimated_total_visits,no_withdrawn,pct_other,url
501-6680,Killyman Primary School,Controlled,188.0,BT716RL,54.489921,-6.700763,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,183,48,138,137.11309200802089,145,6,37 (19.7%),Baptist Church Dungannon: monthly<br>Crown Jesus Ministries: once<br>Methodist Killyman: monthly<br>Moy Presbyterian Church: termly<br>St Andrews Church of Ireland: monthly,27,0.1436170212765957,26-29 (14.4%),151.19405926034494,31.0,Zero,19.7%,https://www.whatdotheyknow.com/r/bc8ef215-fff4-4912-885c-08947ef92489
503-0958,"St John's Eglish Primary School, Annaghmore",Roman Catholic Maintained,83.0,BT621NL,54.458813,-6.564615,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,91.104335791443,0,83,0 (0.0%),Loughgall Parish: <1/month,0,0.0,0 (0%),56.73325020768456,2.0,Zero,0.0%,https://www.whatdotheyknow.com/r/8b8affda-b8f5-4389-8efb-31d57713217a
503-0972,"St Oliver Plunkett's PS, Newry",Roman Catholic Maintained,140.0,BT359SN,54.082521,-6.452746,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,94,0,165,118.32159566199232,0-4,133,3-7 (3.6%),St. Oliver Plunkett's Church Forkhill: <1/month,4,0.0285714285714285,Fewer than 5 (<4.0%),67.87699389691144,2.0,5 or fewer,3.6%,https://www.whatdotheyknow.com/r/3df7cc46-de89-4939-a424-6da7e94dbde1
503-0975,"St Malachy's PS, Armagh BT60 2LA",Roman Catholic Maintained,76.0,BT602LA,54.216897,-6.518383,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,87.17797887081348,0-4,68-76,Fewer than 5 (<7.0%),St Malachy's Roman Catholic Church: <1/month,2,0.0263157894736842,Fewer than 5 (<7.0%),61.66491223210112,2.0,5 or fewer,2.6%,https://www.whatdotheyknow.com/r/c86b9e39-73f9-406e-9f19-648ff144d2ce
503-1070,"St Michael's PS, Newry",Roman Catholic Maintained,77.0,BT350PB,54.18973,-6.575995,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,124,2,167,87.74964387392123,0,50,27 (35.1%),Lower Creggan Parish: <1/month,13,0.1688311688311688,13 (16.9%),97.8429559104456,2.0,Zero,35.1%,https://www.whatdotheyknow.com/r/7da22bfa-b863-41f4-bc25-aa482bb1b588
503-1080,Clintyclay Primary School,Roman Catholic Maintained,90.0,BT716HX,54.478881,-6.640466,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,114,0,168,94.8683298050514,0,73,17 (18.9%),Dungannon Parish: <1/month,14,0.1555555555555555,12-18 (15.6%),86.23759122390172,2.0,8,18.9%,https://www.whatdotheyknow.com/r/b117192f-ea36-4798-8c00-ee2231b7f1a6
503-1086,Clonalig Primary School,Roman Catholic Maintained,173.0,BT359JE,54.057183,-6.626516,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,131.52946437965906,0,169-173,Fewer than 5 (<3.0%),St Patrick's Crossmaglen: <1/month,0,0.0,Fewer than 5 (<3.0%),61.66491223210112,2.0,Zero,1.2%,https://www.whatdotheyknow.com/r/abc51919-85bc-4501-8d51-0393234f49db
503-1088,Dromintee Primary School,Roman Catholic Maintained,163.0,BT358TD,54.088459,-6.41878,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,127.67145334803703,0,159-163,Fewer than 5 (<4.0%),"St Patricks, Dromintree: <1/month",2,0.0122699386503067,Fewer than 5 (<4.0%),61.66491223210112,2.0,Zero,1.2%,https://www.whatdotheyknow.com/r/8ebbc7ab-8004-4b1c-9d2d-dc3f4f24c822
503-1103,Tannaghmore Primary School,Roman Catholic Maintained,622.0,BT679DY,54.474816,-6.33245,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,94,0,165,249.3992782667985,0-4,615,3-7 (0.8%),"St. Peter's Parish, Lurgan: <1/month",2,0.0032154340836012,Fewer than 5 (<1.0%),67.87699389691144,2.0,5 or fewer,0.8%,https://www.whatdotheyknow.com/r/d94bca92-22f7-4532-9f36-7a0a4586dcc7
503-1107,"St Teresa's PS, Armagh",Roman Catholic Maintained,54.0,BT602UF,54.240271,-6.474888,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,73.48469228349535,0,50-54,Fewer than 5 (<10.0%),St Teresa's Tullyherron Roman Catholic Church: <1/month,2,0.037037037037037,Fewer than 5 (<10.0%),61.66491223210112,2.0,5 or fewer,3.7%,https://www.whatdotheyknow.com/r/d9507dec-3529-47cf-8755-0b72fa36cf5d
503-1108,Clea Primary School,Roman Catholic Maintained,120.0,BT603QX,54.227251,-6.712663,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,109.54451150103324,0,120,0 (0.0%),St Patrick's Church Keady: <1/month,0,0.0,0 (0%),56.73325020768456,2.0,5 or fewer,0.0%,https://www.whatdotheyknow.com/r/6b098f29-a87b-4e15-9ef0-1b4154215983
503-1110,Christian Brothers' Primary School,Roman Catholic Maintained,558.0,BT604AB,54.342137,-6.660192,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,97,0,166,236.2202362203543,0,551,7 (1.3%),Catholic Church: <1/month,7,0.0125448028673835,7 (1.3%),71.50501977672901,2.0,5 or fewer,1.3%,https://www.whatdotheyknow.com/r/e916aada-2ac9-41d6-b0ce-be9c8b5a3f6e
503-1126,Mount St Catherine's Primary School,Roman Catholic Maintained,180.0,BT604BR,54.34772,-6.661287,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,206,74,117,134.1640786499874,0-4,91,85-89 (48.3%),Parish Administrator: monthly<br>Parish School Chaplain Team: weekly<br>Religious Sisters: twice,44,0.2444444444444444,43-46 (24.4%),175.4922678357857,47.0,Zero,48.3%,https://www.whatdotheyknow.com/r/f37df946-5d29-42d5-803b-6ee3b9f1ab14
503-1130,"St.Moninna's Primary School, Cloughoge",Roman Catholic Maintained,461.0,BT358NG,54.161846,-6.356272,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,103,0,167,214.7091055358389,0-4,448,9-13 (2.4%),Parish of Upper Killeavy: <1/month,8,0.0173535791757049,0-16 (1.7%),77.94441225697386,2.0,5 or fewer,2.4%,https://www.whatdotheyknow.com/r/a4f8bf0d-8eaf-4a26-bfb9-ce4095762a7a
503-1133,"St Malachy's PS, Armagh BT61 7EG",Roman Catholic Maintained,200.0,BT617EG,54.346384,-6.655871,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,97,0,166,141.4213562373095,0-4,186,10-14 (6.0%),No External Visitors,4,0.02,Fewer than 5 (<3.0%),71.56921938165306,0.0,Zero,6.0%,https://www.whatdotheyknow.com/r/3679ad64-da16-4715-bbf7-d47af1d448df
503-1135,St Oliver's Primary School (Carrickrovaddy),Roman Catholic Maintained,54.0,BT350QJ,54.149697,-6.546116,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,73.48469228349535,0,54,0 (0.0%),Parish of Dorsey/Lower Creggan: <1/month,0,0.0,0 (0%),56.73325020768456,2.0,Zero,0.0%,https://www.whatdotheyknow.com/r/623e8d29-62b4-4fc6-9475-f4ef16f5e299
503-1138,"St Joseph's PS, Armagh",Roman Catholic Maintained,181.0,BT603LR,54.286748,-6.740967,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,134.53624047073708,0,181,0 (0.0%),St. Joseph's Madden: <1/month,0,0.0,0 (0%),56.73325020768456,2.0,Zero,0.0%,https://www.whatdotheyknow.com/r/d27ccea0-61d8-46a0-ab47-aef7a6bf5764
503-1148,"St Patrick's PS, Newry BT35 9JL",Roman Catholic Maintained,504.0,BT359JL,54.079347,-6.609206,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,112,0,168,224.4994432064365,0,504,0 (0.0%),Parish Priest of Upper Creggan Parish: c. 11 visits,0,0.0,0 (0%),86.28498911788115,11.0,Zero,0.0%,https://www.whatdotheyknow.com/r/77acaf4b-7f88-4e17-913d-125bd3e6138b
503-1154,"St. Michael's Primary School, Killean",Roman Catholic Maintained,127.0,BT358RX,54.116605,-6.34046,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,112.69427669584644,0,127,0 (0.0%),Parish of Upper Killeavy (Catholic): <1/month,0,0.0,0 (0%),56.73325020768456,2.0,Zero,0.0%,https://www.whatdotheyknow.com/r/77bcff05-c66f-4728-b733-94bda535f134
503-1158,"St Patrick's PS, Newry BT35 6EX",Roman Catholic Maintained,457.0,BT356EX,54.185338,-6.34817,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,164,30,152,213.7755832643195,5,432,20 (4.4%),St. Brigid's Newry: weekly,14,0.0306345733041575,11-17 (3.1%),140.37390996064244,32.0,5 or fewer,4.4%,https://www.whatdotheyknow.com/r/fadfeb0f-45d7-4918-8723-210c24735319
503-1160,"St Teresa's PS, Lurgan",Roman Catholic Maintained,187.0,BT679LQ,54.482574,-6.321087,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,92,0,165,136.74794331177344,0-4,181,2-6 (2.1%),St Peter's Church: <1/month,1,0.0053475935828877,Fewer than 5 (<3.0%),65.92584956081994,2.0,5 or fewer,2.1%,https://www.whatdotheyknow.com/r/f817f05c-d929-4faf-a0ac-6cc73f7fccec
503-1163,"St Brigid's PS, Newry",Roman Catholic Maintained,201.0,BT359DY,54.072087,-6.536486,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,141.77446878757826,0,197-201,Fewer than 5 (<3.0%),St Brigid's Glassdrummond: <1/month,0,0.0,Fewer than 5 (<3.0%),61.66491223210112,2.0,Zero,1.0%,https://www.whatdotheyknow.com/r/0639f939-5e0d-4824-9a87-e166ecbac213
503-1164,"St Mary's PS, Dungannon BT71 6PA",Roman Catholic Maintained,54.0,BT716PA,54.510463,-6.572161,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,73.48469228349535,0,50-54,Fewer than 5 (<10.0%),Our Lady Queen of Peace Church: <1/month,0,0.0,Fewer than 5 (<10.0%),61.66491223210112,2.0,Zero,3.7%,https://www.whatdotheyknow.com/r/311f5deb-51bb-4513-b3e3-8d6599c191c1
503-1166,"St Michael's PS, Armagh",Roman Catholic Maintained,73.0,BT602EP,54.257872,-6.564915,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,115,0,168,85.44003745317531,0,69-73,Fewer than 5 (<7.0%),Catholic Parish Priest Cill Cluney Armagh: 1-3/month,2,0.0273972602739726,Fewer than 5 (<7.0%),89.27562736909665,11.0,5 or fewer,2.7%,https://www.whatdotheyknow.com/r/f4e7258f-c959-439f-ba82-3dc70beb66d8
503-1168,"St Patrick's PS, Craigavon BT66 6LG",Roman Catholic Maintained,215.0,BT666LG,54.469752,-6.38629,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,146.6287829861518,0-4,207-215,Fewer than 5 (<3.0%),"St. Patrick's Church, Aghacommon: <1/month",2,0.0093023255813953,Fewer than 5 (<3.0%),61.66491223210112,2.0,5 or fewer,0.9%,https://www.whatdotheyknow.com/r/c3cae265-d0c3-47b4-9535-62259ae7a2f7
503-1169,"St Brigid's Primary School, Drumilly",Roman Catholic Maintained,121.0,BT357QL,54.188883,-6.452039,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,54,4,152,110.0,0,121,0 (0.0%),No External Visitors,0,0.0,0 (0%),30.0,0.0,Zero,0.0%,https://www.whatdotheyknow.com/r/9319f606-7a3a-408b-8b67-e98822e18194
503-1172,"St Mary's PS, Armagh",Roman Catholic Maintained,216.0,BT602NJ,54.252678,-6.65194,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,54,4,152,146.9693845669907,0,216,0 (0.0%),No External Visitors,0,0.0,0 (0%),30.0,0.0,Zero,0.0%,https://www.whatdotheyknow.com/r/58dee0c8-1f07-4dd4-9085-3246abb9ffd3
503-1176,"St Peter's PS, Newry",Roman Catholic Maintained,366.0,BT357DN,54.19401,-6.386758,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,97,0,166,191.3112646970899,0,359,7 (1.9%),"The Church of The Good Shepherd, Cloughreagh: <1/month",7,0.0191256830601092,7 (1.9%),71.50501977672901,2.0,Zero,1.9%,https://www.whatdotheyknow.com/r/24de3843-201f-4edb-8e1c-6472f3e573a8
503-1183,"St Patrick's PS, Armagh",Roman Catholic Maintained,429.0,BT617NN,54.361943,-6.657378,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,123,2,168,207.1231517720798,5,398,26 (6.1%),Cathedral Parish of Armagh: <1/month,9,0.0209790209790209,9 (2.1%),96.77324813626088,2.0,5 or fewer,6.1%,https://www.whatdotheyknow.com/r/84447111-bca5-4217-9fc6-1342b0e30fa1
503-1184,"St Anthony's PS, Craigavon",Roman Catholic Maintained,684.0,BT655BL,54.450753,-6.368505,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,150,18,160,261.5339366124404,9,634,41 (6.0%),"St. Anthony's Church, Craigavon.: 1-3/month",35,0.0511695906432748,35 (5.1%),125.54894033949304,11.0,5 or fewer,6.0%,https://www.whatdotheyknow.com/r/1f8cb307-7a34-4205-80cb-4cd862a6135b
503-1188,"St Joseph's PS, Newry BT35 8LA",Roman Catholic Maintained,197.0,BT358LA,54.13816,-6.389405,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,189,55,132,140.356688476182,0,192,5 (2.5%),St Joseph's Meigh: more than weekly,2,0.0101522842639593,Fewer than 5 (<3.0%),176.4786673888044,72.0,Zero,2.5%,https://www.whatdotheyknow.com/r/3fc7978b-60be-4b8f-94f1-d1989b049ddd
503-1318,"Killowen PS, Newry",Roman Catholic Maintained,41.0,BT343AE,54.073538,-6.155954,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,98,0,166,64.03124237432849,0-4,33,4-8 (14.6%),Independent Christian Volunteer: termly,3,0.073170731707317,Fewer than 5 (<13.0%),71.56921938165306,3.0,Zero,14.6%,https://www.whatdotheyknow.com/r/f5c3a581-ee9a-4c83-b743-2e69e838b008
503-1340,St Joseph's Convent Primary School,Roman Catholic Maintained,494.0,BT356AN,54.178202,-6.339525,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,155,23,158,222.2611077089287,0-4,426,64-68 (13.4%),Parish Religious Personnel: termly,44,0.0890688259109311,43-46 (8.9%),131.82337649086284,3.0,5 or fewer,13.4%,https://www.whatdotheyknow.com/r/095d6b00-f65a-4269-a300-f5e3e7c99361
503-1558,Ballyholland Primary School,Roman Catholic Maintained,198.0,BT342ND,54.154125,-6.29348,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,140.71247279470288,0-4,190-198,Fewer than 5 (<3.0%),School Chaplain (Newry Parish): <1/month,2,0.0101010101010101,Fewer than 5 (<3.0%),61.66491223210112,2.0,Zero,1.0%,https://www.whatdotheyknow.com/r/da0e3d06-81d0-4b7c-8553-fe153619fd42
503-1589,Grange Primary School,Roman Catholic Maintained,109.0,BT344LL,54.039803,-6.056462,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,120,120,120,104.40306508910552,0,105-109,Fewer than 5 (<5.0%),DID NOT RESPOND TO SURVEY,2,0.018348623853211,Fewer than 5 (<5.0%),200.0,,,1.8%,https://www.whatdotheyknow.com/r/42dcf9e5-3544-4e83-8a19-030433bf66f1
503-1609,"Carrick PS, Warrenpoint",Roman Catholic Maintained,388.0,BT343QA,54.133375,-6.25746,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,97,0,166,196.9771560359221,0,381,7 (1.8%),"St Mary's Catholic Church, Burren: <1/month",4,0.0103092783505154,Fewer than 5 (<2.0%),71.50501977672901,2.0,Zero,1.8%,https://www.whatdotheyknow.com/r/6d42fd32-cb8b-4c56-a6ec-301f616a9437
503-1653,St Matthew's Primary School Magheramayo,Roman Catholic Maintained,93.0,BT319AZ,54.268963,-6.00888,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,96.43650760992956,0,93,0 (0.0%),St Patrick's Gargory RC Church: <1/month,0,0.0,0 (0%),56.73325020768456,2.0,Zero,0.0%,https://www.whatdotheyknow.com/r/6d7c5912-a1ea-49e2-8ae8-aca4509942a2
503-1667,"St Patrick's PS, Craigavon BT67 0QU",Roman Catholic Maintained,120.0,BT670QU,54.467283,-6.277136,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,109.54451150103324,0,120,0 (0.0%),"Diocesan / Catechetical advisors: once<br>St Patrick's and St Ronan's Church, Magheralin: <1/month",0,0.0,0 (0%),61.66491223210112,3.0,Zero,0.0%,https://www.whatdotheyknow.com/r/45d1ab9f-df5c-4e92-a803-88dec8af7c34
503-1669,"St John's PS, Craigavon",Roman Catholic Maintained,133.0,BT636HH,54.375592,-6.357615999999999,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,120,1,168,115.32562594670796,0,127,6 (4.5%),"St. John's Church, Gilford: 1-3/month",3,0.0225563909774436,Fewer than 5 (<4.0%),93.94998045347629,11.0,5 or fewer,4.5%,https://www.whatdotheyknow.com/r/5edb7e66-d323-43c4-9c41-c9da65b2b878
503-1694,Holy Cross Primary School,Roman Catholic Maintained,103.0,BT344HT,54.111795,-6.03823,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,101.4889156509222,0-4,95-103,Fewer than 5 (<5.0%),No External Visitors,2,0.0194174757281553,Fewer than 5 (<5.0%),46.97056274847714,0.0,Zero,1.9%,https://www.whatdotheyknow.com/r/eea55244-c79f-4d29-8ad2-a5b254ba73ab
503-1695,"St Mary's PS, Newry BT34 1SX",Roman Catholic Maintained,158.0,BT341SX,54.231618,-6.339574,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,109,0,168,125.69805089976536,0,149,9 (5.7%),The Parish Priest (St. Mary's Church Barr): 4 or 5 visits,6,0.0379746835443038,4-10 (3.8%),82.30678732248809,5.0,Zero,5.7%,https://www.whatdotheyknow.com/r/fa6381bb-bffe-45cf-9a87-7d04604a8f11
503-1697,"St Patrick's PS, Newry BT34 2EX",Roman Catholic Maintained,348.0,BT342EX,54.172562,-6.236087,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,120,1,168,186.5475810617764,0-4,332,12-16 (4.0%),"Poor Clare Sisters: <1/month<br>St. Patrick's Church, Mayobridge: <1/month",11,0.0316091954022988,5-17 (3.2%),93.07510063059138,5.0,5 or fewer,4.0%,https://www.whatdotheyknow.com/r/cde59a35-5f1d-4148-858c-d3ad9b3409dd
503-2208,Ballylifford Primary School,Roman Catholic Maintained,78.0,BT800AY,54.669682,-6.547529,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,54,4,152,88.31760866327848,0,78,0 (0.0%),No External Visitors,0,0.0,0 (0%),30.0,0.0,Zero,0.0%,https://www.whatdotheyknow.com/r/aa272acf-c794-445b-a574-2d03f5c43013
503-2262,Lissan Primary School,Roman Catholic Maintained,122.0,BT809XE,54.688843,-6.755607,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,153,20,159,110.4536101718726,0,118-122,Fewer than 5 (<5.0%),St Michael's Lissan: weekly,2,0.0163934426229508,Fewer than 5 (<5.0%),127.9305876628952,32.0,5 or fewer,1.6%,https://www.whatdotheyknow.com/r/add37fa0-f763-4215-a70f-6d8b23883a1b
503-2306,St Malachy's Primary School  Glencull,Roman Catholic Maintained,107.0,BT702DB,54.477604,-7.068781,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,103.440804327886,0,107,0 (0.0%),Errigal Ciaran RC Parish: <1/month,0,0.0,0 (0%),56.73325020768456,2.0,5 or fewer,0.0%,https://www.whatdotheyknow.com/r/d8a6a428-8554-4e9f-8290-0591825d467d
503-2387,Derrylatinee Primary School,Roman Catholic Maintained,99.0,BT701PS,54.450426,-6.84954,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,99.498743710662,0,95-99,Fewer than 5 (<6.0%),St. Patrick's Eglish: <1/month,2,0.0202020202020202,Fewer than 5 (<6.0%),61.66491223210112,2.0,5 or fewer,2.0%,https://www.whatdotheyknow.com/r/2d978e30-66e9-4406-b403-fd1e4b2620eb
503-2463,Blessed Patrick O'loughran Primary School,Roman Catholic Maintained,105.0,BT703NQ,54.506638,-6.829883,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,102.46950765959598,0,105,0 (0.0%),"St. Patrick's Church, Donaghmore: <1/month",0,0.0,0 (0%),56.73325020768456,2.0,Zero,0.0%,https://www.whatdotheyknow.com/r/b5b88e3a-acb1-476e-9674-0dca9152975a
503-2558,Laghey Primary School,Roman Catholic Maintained,103.0,BT716RJ,54.493223,-6.688759,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,98,0,166,101.4889156509222,0-4,94,5-9 (6.8%),"St Patrick's, Dungannon: <1/month",5,0.0485436893203883,0-10 (4.9%),71.50501977672901,2.0,Zero,6.8%,https://www.whatdotheyknow.com/r/d3bbf92c-80a2-466d-be44-9cb6f3c7ff9d
503-2585,Edendork Primary School,Roman Catholic Maintained,287.0,BT714DP,54.529539,-6.738864,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,123,2,168,169.41074346097415,0,280,7 (2.4%),Archdiocese of Armagh: <1/month<br>Diocesan / Catechetical advisors: <1/month<br>Parish of Dungannon: <1/month<br>St Malachy's Church Edendork: <1/month<br>St. Patrick's Church Dungannon: <1/month,4,0.0139372822299651,Fewer than 5 (<2.0%),96.3439809592687,12.0,Zero,2.4%,https://www.whatdotheyknow.com/r/5480e8f5-c4e9-46d8-80d0-f9e17fc2755c
503-2591,Roan St Patrick's Primary School,Roman Catholic Maintained,168.0,BT701LE,54.453508,-6.797896,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,129.6148139681572,0-4,160-168,Fewer than 5 (<3.0%),No External Visitors,2,0.0119047619047619,Fewer than 5 (<3.0%),46.97056274847714,0.0,Zero,1.2%,https://www.whatdotheyknow.com/r/03f391b6-6fce-4cff-bc0e-ebfd6aa311d8
503-2592,"St Mary's PS, Dungannon BT70 3LH",Roman Catholic Maintained,78.0,BT703LH,54.549227,-6.786644,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,95,0,166,88.31760866327848,0,74-78,Fewer than 5 (<7.0%),Diocesan / Catechetical advisors: <1/month<br>St Patrick's Church Donaghmore: <1/month,2,0.0256410256410256,Fewer than 5 (<7.0%),69.21127146017851,4.0,Zero,2.6%,https://www.whatdotheyknow.com/r/ca13eab9-e9be-4c5a-877d-5482062f907d
